2025-06-27 17:07:05.196 | TotalPercentage: 0,008145034597300095
2025-06-27 17:07:05.196 | -----
2025-06-27 17:07:05.196 | {62208n + 18079}: 

2025-06-27 17:07:05.208 | NEW RULE: {497664n + 18079}
2025-06-27 17:07:05.208 | {62208n + 29095}
2025-06-27 17:07:05.208 | {62208n + 8359}
2025-06-27 17:07:05.208 | {82944n + 36775}
2025-06-27 17:07:05.208 | {82944n + 59239}
2025-06-27 17:07:05.208 | {82944n + 31591}
2025-06-27 17:07:05.208 | {82944n + 33703}
2025-06-27 17:07:05.208 | {82944n + 14751}
2025-06-27 17:07:05.208 | {82944n + 48543}
2025-06-27 17:07:05.208 | {82944n + 20895}
2025-06-27 17:07:05.208 | {82944n + 74599}
2025-06-27 17:07:05.208 | {82944n + 38823}
2025-06-27 17:07:05.208 | {82944n + 11175}
2025-06-27 17:07:05.209 | {82944n + 82087}
2025-06-27 17:07:05.209 | {82944n + 61351}
2025-06-27 17:07:05.209 | {82944n + 40615}
2025-06-27 17:07:05.209 | {82944n + 63655}
2025-06-27 17:07:05.209 | {82944n + 42919}
2025-06-27 17:07:05.209 | {82944n + 22183}
2025-06-27 17:07:05.209 | {82944n + 78703}
2025-06-27 17:07:05.209 | {82944n + 68335}
2025-06-27 17:07:05.209 | {82944n + 57967}
2025-06-27 17:07:05.209 | {82944n + 37231}
2025-06-27 17:07:05.209 | {82944n + 26863}
2025-06-27 17:07:05.209 | {82944n + 16495}
2025-06-27 17:07:05.209 | {82944n + 6127}
2025-06-27 17:07:05.209 | {82944n + 79855}
2025-06-27 17:07:05.209 | {82944n + 69487}
2025-06-27 17:07:05.209 | {82944n + 59119}
2025-06-27 17:07:05.209 | {82944n + 48751}
2025-06-27 17:07:05.209 | {82944n + 28015}
2025-06-27 17:07:05.209 | {82944n + 17647}
2025-06-27 17:07:05.209 | {82944n + 7279}
2025-06-27 17:07:05.209 | {93312n + 59815}
2025-06-27 17:07:05.209 | {93312n + 18343}
2025-06-27 17:07:05.209 | {93312n + 28711}
2025-06-27 17:07:05.209 | {93312n + 80551}
2025-06-27 17:07:05.209 | {93312n + 39079}
2025-06-27 17:07:05.209 | {93312n + 61183}
2025-06-27 17:07:05.209 | {93312n + 30079}
2025-06-27 17:07:05.209 | {93312n + 92527}
2025-06-27 17:07:05.209 | {93312n + 82159}
2025-06-27 17:07:05.209 | {93312n + 71791}
2025-06-27 17:07:05.209 | {93312n + 61423}
2025-06-27 17:07:05.209 | {93312n + 51055}
2025-06-27 17:07:05.209 | {93312n + 30319}
2025-06-27 17:07:05.210 | {93312n + 19951}
2025-06-27 17:07:05.210 | {93312n + 9583}
2025-06-27 17:07:05.210 | {93312n + 91375}
2025-06-27 17:07:05.210 | {93312n + 81007}
2025-06-27 17:07:05.210 | {93312n + 70639}
2025-06-27 17:07:05.210 | {93312n + 60271}
2025-06-27 17:07:05.210 | {93312n + 49903}
2025-06-27 17:07:05.210 | {93312n + 39535}
2025-06-27 17:07:05.210 | {93312n + 29167}
2025-06-27 17:07:05.210 | {93312n + 18799}
2025-06-27 17:07:05.210 | {93312n + 86383}
2025-06-27 17:07:05.210 | {93312n + 65647}
2025-06-27 17:07:05.210 | {93312n + 55279}
2025-06-27 17:07:05.210 | {93312n + 44911}
2025-06-27 17:07:05.210 | {93312n + 34543}
2025-06-27 17:07:05.210 | {93312n + 24175}
2025-06-27 17:07:05.210 | {93312n + 13807}
2025-06-27 17:07:05.210 | {93312n + 3439}
2025-06-27 17:07:05.210 | {93312n + 90271}
2025-06-27 17:07:05.210 | {93312n + 79903}
2025-06-27 17:07:05.210 | {93312n + 69535}
2025-06-27 17:07:05.210 | {93312n + 59167}
2025-06-27 17:07:05.210 | {93312n + 48799}
2025-06-27 17:07:05.210 | {93312n + 38431}
2025-06-27 17:07:05.210 | {93312n + 28063}
2025-06-27 17:07:05.210 | {93312n + 7327}
2025-06-27 17:07:05.210 | {93312n + 77311}
2025-06-27 17:07:05.210 | {93312n + 66943}
2025-06-27 17:07:05.210 | {93312n + 56575}
2025-06-27 17:07:05.210 | {93312n + 46207}
2025-06-27 17:07:05.210 | {93312n + 35839}
2025-06-27 17:07:05.210 | {93312n + 25471}
2025-06-27 17:07:05.210 | {93312n + 15103}
2025-06-27 17:07:05.210 | {93312n + 4735}
2025-06-27 17:07:05.210 | {110592n + 85755}
2025-06-27 17:07:05.210 | {110592n + 37371}
2025-06-27 17:07:05.211 | {110592n + 106491}
2025-06-27 17:07:05.211 | {110592n + 4347}
2025-06-27 17:07:05.211 | {110592n + 11259}
2025-06-27 17:07:05.211 | {110592n + 73467}
2025-06-27 17:07:05.211 | {110592n + 31995}
2025-06-27 17:07:05.211 | {110592n + 52731}
2025-06-27 17:07:05.211 | {110592n + 60831}
2025-06-27 17:07:05.211 | {110592n + 62631}
2025-06-27 17:07:05.211 | {110592n + 58023}
2025-06-27 17:07:05.211 | {110592n + 13479}
2025-06-27 17:07:05.211 | {110592n + 48123}
2025-06-27 17:07:05.211 | {110592n + 41211}
2025-06-27 17:07:05.211 | {110592n + 102651}
2025-06-27 17:07:05.211 | {110592n + 53499}
2025-06-27 17:07:05.211 | {110592n + 101883}
2025-06-27 17:07:05.211 | {110592n + 74235}
2025-06-27 17:07:05.211 | {110592n + 46587}
2025-06-27 17:07:05.211 | {110592n + 65703}
2025-06-27 17:07:05.211 | {110592n + 38055}
2025-06-27 17:07:05.211 | {110592n + 10407}
2025-06-27 17:07:05.211 | {110592n + 98983}
2025-06-27 17:07:05.211 | {110592n + 71335}
2025-06-27 17:07:05.211 | {110592n + 57511}
2025-06-27 17:07:05.211 | {110592n + 43687}
2025-06-27 17:07:05.211 | {110592n + 29863}
2025-06-27 17:07:05.211 | {110592n + 16039}
2025-06-27 17:07:05.211 | {110592n + 2215}
2025-06-27 17:07:05.211 | {124416n + 26623}
2025-06-27 17:07:05.211 | {124416n + 25711}
2025-06-27 17:07:05.211 | {124416n + 34927}
2025-06-27 17:07:05.211 | {124416n + 88063}
2025-06-27 17:07:05.211 | {124416n + 5023}
2025-06-27 17:07:05.211 | {124416n + 105895}
2025-06-27 17:07:05.211 | {124416n + 64423}
2025-06-27 17:07:05.211 | {124416n + 108655}
2025-06-27 17:07:05.211 | {124416n + 77551}
2025-06-27 17:07:05.211 | {124416n + 46447}
2025-06-27 17:07:05.211 | {124416n + 114687}
2025-06-27 17:07:05.211 | {124416n + 100863}
2025-06-27 17:07:05.211 | {124416n + 87039}
2025-06-27 17:07:05.211 | {124416n + 73215}
2025-06-27 17:07:05.211 | {124416n + 45567}
2025-06-27 17:07:05.211 | {124416n + 31743}
2025-06-27 17:07:05.211 | {124416n + 17919}
2025-06-27 17:07:05.211 | {124416n + 4095}
2025-06-27 17:07:05.211 | {124416n + 123903}
2025-06-27 17:07:05.211 | {124416n + 110079}
2025-06-27 17:07:05.211 | {124416n + 96255}
2025-06-27 17:07:05.211 | {124416n + 82431}
2025-06-27 17:07:05.211 | {124416n + 68607}
2025-06-27 17:07:05.211 | {124416n + 54783}
2025-06-27 17:07:05.211 | {124416n + 40959}
2025-06-27 17:07:05.211 | {124416n + 27135}
2025-06-27 17:07:05.211 | {165888n + 154875}
2025-06-27 17:07:05.211 | {165888n + 99579}
2025-06-27 17:07:05.211 | {165888n + 140703}
2025-06-27 17:07:05.211 | {165888n + 85407}
2025-06-27 17:07:05.212 | {165888n + 152359}
2025-06-27 17:07:05.212 | {165888n + 131623}
2025-06-27 17:07:05.212 | {165888n + 110887}
2025-06-27 17:07:05.212 | {165888n + 90151}
2025-06-27 17:07:05.212 | {165888n + 69415}
2025-06-27 17:07:05.212 | {165888n + 27943}
2025-06-27 17:07:05.212 | {165888n + 7207}
2025-06-27 17:07:05.212 | {165888n + 162727}
2025-06-27 17:07:05.212 | {165888n + 141991}
2025-06-27 17:07:05.212 | {165888n + 121255}
2025-06-27 17:07:05.212 | {165888n + 100519}
2025-06-27 17:07:05.212 | {165888n + 79783}
2025-06-27 17:07:05.212 | {165888n + 59047}
2025-06-27 17:07:05.212 | {165888n + 38311}
2025-06-27 17:07:05.212 | {165888n + 152991}
2025-06-27 17:07:05.212 | {165888n + 132255}
2025-06-27 17:07:05.212 | {165888n + 111519}
2025-06-27 17:07:05.212 | {165888n + 90783}
2025-06-27 17:07:05.212 | {165888n + 70047}
2025-06-27 17:07:05.212 | {165888n + 49311}
2025-06-27 17:07:05.212 | {165888n + 28575}
2025-06-27 17:07:05.212 | {165888n + 132519}
2025-06-27 17:07:05.212 | {165888n + 111783}
2025-06-27 17:07:05.212 | {165888n + 91047}
2025-06-27 17:07:05.212 | {165888n + 70311}
2025-06-27 17:07:05.212 | {165888n + 49575}
2025-06-27 17:07:05.212 | {165888n + 28839}
2025-06-27 17:07:05.212 | {165888n + 8103}
2025-06-27 17:07:05.212 | {186624n + 161791}
